기간	자치구	세대	인구	인구	인구	인구	인구	인구	인구	인구	인구	인구밀도	인구밀도	세대당인구	65세이상고령자
기간	자치구	세대	합계	합계	합계	한국인	한국인	한국인	등록외국인	등록외국인	등록외국인	인구밀도	인구밀도	세대당인구	65세이상고령자
기간	자치구	세대	계	남자	여자	계	남자	여자	계	남자	여자	인구밀도(명/㎢)	면적(㎢)	세대당인구	65세이상고령자
2008	도봉구	139,733	376,698	186,476	190,222	373,936	185,376	188,560	2,762	1,100	1,662	18,196	20.7	2.68	34,750
2008	노원구	225,065	620,808	304,068	316,740	615,981	301,982	313,999	4,827	2,086	2,741	17,524	35.43	2.74	52,938
2008	은평구	182,762	463,364	228,740	234,624	458,401	226,636	231,765	4,963	2,104	2,859	15,607	29.69	2.51	46,002
2008	서대문구	138,295	340,731	166,432	174,299	331,688	162,350	169,338	9,043	4,082	4,961	19,356	17.6	2.4	36,342
2008	마포구	165,978	393,241	192,243	200,998	385,119	188,327	196,792	8,122	3,916	4,206	16,472	23.87	2.32	36,811
2008	양천구	183,002	507,899	253,061	254,838	502,343	250,516	251,827	5,556	2,545	3,011	29,183	17.4	2.75	35,573
2008	강서구	223,026	583,545	288,063	295,482	576,848	284,817	292,031	6,697	3,246	3,451	14,086	41.43	2.59	45,762
2008	구로구	165,750	448,696	226,732	221,964	420,795	212,461	208,334	27,901	14,271	13,630	22,282	20.14	2.54	35,608
2008	금천구	100,138	265,244	135,337	129,907	247,320	125,931	121,389	17,924	9,406	8,518	20,396	13.01	2.47	21,649
2008	영등포구	168,187	443,537	223,825	219,712	408,099	205,732	202,367	35,438	18,093	17,345	18,056	24.57	2.43	38,951
2008	동작구	163,742	410,934	202,654	208,280	400,866	197,951	202,915	10,068	4,703	5,365	25,136	16.35	2.45	38,320
2008	관악구	241,511	551,873	279,975	271,898	534,556	271,762	262,794	17,317	8,213	9,104	18,664	29.57	2.21	44,843
2008	서초구	159,907	412,065	200,313	211,752	406,320	197,570	208,750	5,745	2,743	3,002	8,767	47	2.54	30,943
2008	강남구	227,533	565,624	272,953	292,671	557,832	268,963	288,869	7,792	3,990	3,802	14,307	39.54	2.45	38,918
2008	송파구	256,104	676,580	332,704	343,876	668,962	329,262	339,700	7,618	3,442	4,176	19,971	33.88	2.61	46,934
2008	강동구	178,232	473,973	237,420	236,553	469,024	235,333	233,691	4,949	2,087	2,862	19,285	24.58	2.63	33,739
2009	합계	4,116,660	10,464,051	5,181,359	5,282,692	10,208,302	5,059,269	5,149,033	255,749	122,090	133,659	17,289	605.25	2.48	942,946
2009	종로구	74,315	177,543	88,432	89,111	168,603	84,257	84,346	8,940	4,175	4,765	7,426	23.91	2.27	20,753
2009	중구	58,249	137,861	69,046	68,815	129,465	65,025	64,440	8,396	4,021	4,375	13,841	9.96	2.22	16,008
2009	용산구	107,456	251,200	123,528	127,672	238,708	116,954	121,754	12,492	6,574	5,918	11,487	21.87	2.22	28,167
2009	성동구	126,670	316,064	158,203	157,861	308,058	154,333	153,725	8,006	3,870	4,136	18,759	16.85	2.43	30,300
2009	광진구	156,140	386,513	190,967	195,546	373,998	185,190	188,808	12,515	5,777	6,738	22,653	17.06	2.4	30,288
2009	동대문구	153,437	374,277	187,856	186,421	362,146	182,550	179,596	12,131	5,306	6,825	26,356	14.2	2.36	39,693
2009	중랑구	171,448	429,700	214,546	215,154	424,761	212,576	212,185	4,939	1,970	2,969	23,232	18.5	2.48	39,191
2009	성북구	192,990	484,457	239,463	244,994	476,028	235,755	240,273	8,429	3,708	4,721	19,721	24.57	2.47	49,417
2009	강북구	136,779	343,912	170,346	173,566	340,367	168,998	171,369	3,545	1,348	2,197	14,566	23.61	2.49	38,749
2009	도봉구	139,010	372,398	184,019	188,379	369,733	182,985	186,748	2,665	1,034	1,631	17,988	20.7	2.66	36,245
2009	노원구	225,000	615,161	301,164	313,997	610,616	299,211	311,405	4,545	1,953	2,592	17,360	35.44	2.71	54,756
2009	은평구	185,701	470,782	231,849	238,933	465,895	229,728	236,167	4,887	2,121	2,766	15,855	29.69	2.51	48,979
2009	서대문구	137,062	336,649	164,251	172,398	327,451	160,243	167,208	9,198	4,008	5,190	19,126	17.6	2.39	37,561
2009	마포구	165,750	392,313	191,300	201,013	384,013	187,324	196,689	8,300	3,976	4,324	16,434	23.87	2.32	38,327
2009	양천구	182,363	506,684	251,971	254,713	501,395	249,567	251,828	5,289	2,404	2,885	29,104	17.41	2.75	37,132
2009	강서구	221,975	579,196	285,597	293,599	572,836	282,529	290,307	6,360	3,068	3,292	13,983	41.42	2.58	47,657
2009	구로구	167,404	449,613	227,173	222,440	421,967	212,953	209,014	27,646	14,220	13,426	22,347	20.12	2.52	37,465
2009	금천구	100,285	263,116	134,341	128,775	244,835	124,836	119,999	18,281	9,505	8,776	20,240	13	2.44	22,695
2009	영등포구	168,099	441,747	222,622	219,125	405,798	204,349	201,449	35,949	18,273	17,676	17,983	24.57	2.41	40,498
2009	동작구	163,344	407,973	200,855	207,118	397,920	196,339	201,581	10,053	4,516	5,537	24,954	16.35	2.44	39,971
2009	관악구	241,873	547,311	277,269	270,042	529,869	269,023	260,846	17,442	8,246	9,196	18,510	29.57	2.19	47,311
2009	서초구	166,405	431,131	209,113	222,018	425,481	206,346	219,135	5,650	2,767	2,883	9,172	47	2.56	34,046
2009	강남구	229,431	569,499	274,480	295,019	562,138	270,720	291,418	7,361	3,760	3,601	14,405	39.54	2.45	41,065
2009	송파구	260,681	689,296	337,950	351,346	681,476	334,477	346,999	7,820	3,473	4,347	20,347	33.88	2.61	50,067
2009	강동구	184,793	489,655	245,018	244,637	484,745	243,001	241,744	4,910	2,017	2,893	19,920	24.58	2.62	36,605
2010	합계	4,224,181	10,575,447	5,236,742	5,338,705	10,312,545	5,111,259	5,201,286	262,902	125,483	137,419	17,473	605.25	2.44	1,007,572
2010	종로구	77,621	179,362	89,252	90,110	170,578	85,182	85,396	8,784	4,070	4,714	7,502	23.91	2.2	22,458
2010	중구	61,468	141,200	70,908	70,292	132,822	66,879	65,943	8,378	4,029	4,349	14,177	9.96	2.16	17,504
2010	용산구	113,204	257,143	125,832	131,311	244,853	119,482	125,371	12,290	6,350	5,940	11,759	21.87	2.16	30,996
2010	성동구	129,644	316,892	158,771	158,121	309,093	155,067	154,026	7,799	3,704	4,095	18,808	16.85	2.38	32,094
2010	광진구	159,675	388,775	192,053	196,722	375,463	186,024	189,439	13,312	6,029	7,283	22,786	17.06	2.35	32,241
2010	동대문구	158,485	379,343	190,317	189,026	366,786	184,874	181,912	12,557	5,443	7,114	26,713	14.2	2.31	42,669
2010	중랑구	176,096	432,302	216,255	216,047	427,455	214,383	213,072	4,847	1,872	2,975	23,373	18.5	2.43	41,887
2010	성북구	201,489	497,692	245,659	252,033	488,932	241,927	247,005	8,760	3,732	5,028	20,260	24.57	2.43	53,243
2010	강북구	142,711	350,007	173,373	176,634	346,520	172,109	174,411	3,487	1,264	2,223	14,824	23.61	2.43	41,702
2010	도봉구	140,603	370,734	183,283	187,451	368,298	182,407	185,891	2,436	876	1,560	17,908	20.7	2.62	38,214
2010	노원구	228,022	615,425	301,141	314,284	611,230	299,384	311,846	4,195	1,757	2,438	17,367	35.44	2.68	57,049
2010	은평구	196,390	492,925	242,564	250,361	488,109	240,536	247,573	4,816	2,028	2,788	16,601	29.69	2.49	53,779
2010	서대문구	138,473	333,871	162,823	171,048	324,541	158,857	165,684	9,330	3,966	5,364	18,968	17.6	2.34	39,497
2010	마포구	170,531	400,464	195,145	205,319	391,865	191,034	200,831	8,599	4,111	4,488	16,776	23.87	2.3	41,457
2010	양천구	183,718	505,223	251,368	253,855	500,001	249,024	250,977	5,222	2,344	2,878	29,020	17.41	2.72	39,067
2010	강서구	225,313	580,506	286,324	294,182	574,127	283,248	290,879	6,379	3,076	3,303	14,015	41.42	2.55	50,349
2010	구로구	170,317	452,667	229,189	223,478	423,736	214,032	209,704	28,931	15,157	13,774	22,499	20.12	2.49	39,389
2010	금천구	103,412	264,544	135,717	128,827	245,195	125,528	119,667	19,349	10,189	9,160	20,350	13	2.37	23,995
2010	영등포구	171,791	445,648	225,127	220,521	406,833	205,106	201,727	38,815	20,021	18,794	18,141	24.57	2.37	42,764
2010	동작구	167,887	413,814	203,608	210,206	402,709	198,587	204,122	11,105	5,021	6,084	25,312	16.35	2.4	42,539
2010	관악구	247,588	549,736	278,445	271,291	531,434	269,783	261,651	18,302	8,662	9,640	18,592	29.57	2.15	50,663
2010	서초구	170,882	440,021	213,200	226,821	434,720	210,652	224,068	5,301	2,548	2,753	9,361	47	2.54	37,131
2010	강남구	234,345	577,070	277,932	299,138	570,095	274,303	295,792	6,975	3,629	3,346	14,596	39.54	2.43	44,229
2010	송파구	264,364	693,144	339,868	353,276	685,279	336,359	348,920	7,865	3,509	4,356	20,460	33.88	2.59	53,156
2010	강동구	190,152	496,939	248,588	248,351	491,871	246,492	245,379	5,068	2,096	2,972	20,217	24.58	2.59	39,500
2011	합계	4,192,752	10,528,774	5,208,492	5,320,282	10,249,679	5,073,899	5,175,780	279,095	134,593	144,502	17,397	605.21	2.44	1,049,425
2011	종로구	76,688	177,419	88,107	89,312	168,382	83,931	84,451	9,037	4,176	4,861	7,421	23.91	2.2	22,939
2011	중구	61,475	141,567	71,137	70,430	133,193	67,065	66,128	8,374	4,072	4,302	14,212	9.96	2.17	18,099
2011	용산구	112,617	259,288	126,735	132,553	246,501	120,183	126,318	12,787	6,552	6,235	11,857	21.87	2.19	31,837
2011	성동구	126,148	308,767	154,511	154,256	300,711	150,655	150,056	8,056	3,856	4,200	18,325	16.85	2.38	32,767
2011	광진구	158,472	386,673	190,867	195,806	371,936	184,103	187,833	14,737	6,764	7,973	22,661	17.06	2.35	33,613
2011	동대문구	157,823	378,534	189,538	188,996	365,486	183,925	181,561	13,048	5,613	7,435	26,653	14.2	2.32	44,368
2011	중랑구	175,115	428,672	214,258	214,414	423,706	212,291	211,415	4,966	1,967	2,999	23,175	18.5	2.42	43,745
2011	성북구	199,398	494,422	243,639	250,783	485,171	239,726	245,445	9,251	3,913	5,338	20,125	24.57	2.43	55,213
2011	강북구	142,527	348,740	172,309	176,431	345,054	170,906	174,148	3,686	1,403	2,283	14,780	23.6	2.42	43,507
2011	도봉구	139,348	367,949	181,911	186,038	365,573	181,004	184,569	2,376	907	1,469	17,774	20.7	2.62	39,810
2011	노원구	225,104	608,062	297,308	310,754	603,930	295,551	308,379	4,132	1,757	2,375	17,160	35.44	2.68	58,642
2011	은평구	197,582	498,350	244,730	253,620	493,634	242,779	250,855	4,716	1,951	2,765	16,782	29.69	2.5	56,595
2011	서대문구	134,730	324,529	158,160	166,369	314,852	154,033	160,819	9,677	4,127	5,550	18,434	17.6	2.34	40,041
2011	마포구	168,640	398,627	193,539	205,088	389,493	189,243	200,250	9,134	4,296	4,838	16,720	23.84	2.31	42,610
2011	양천구	182,677	505,605	251,346	254,259	500,210	248,927	251,283	5,395	2,419	2,976	29,049	17.41	2.74	41,110
2011	강서구	223,490	575,846	283,662	292,184	569,072	280,274	288,798	6,774	3,388	3,386	13,901	41.43	2.55	52,314
2011	구로구	171,064	458,908	232,056	226,852	427,468	215,474	211,994	31,440	16,582	14,858	22,806	20.12	2.5	41,992
2011	금천구	103,600	264,256	135,604	128,652	243,438	124,665	118,773	20,818	10,939	9,879	20,326	13	2.35	25,089
2011	영등포구	168,850	439,555	221,913	217,642	397,443	199,987	197,456	42,112	21,926	20,186	17,892	24.57	2.35	43,891
2011	동작구	167,099	413,658	203,341	210,317	401,408	197,672	203,736	12,250	5,669	6,581	25,296	16.35	2.4	44,287
2011	관악구	246,979	546,350	276,675	269,675	526,397	267,145	259,252	19,953	9,530	10,423	18,478	29.57	2.13	53,022
2011	서초구	168,988	439,012	212,636	226,376	433,564	209,902	223,662	5,448	2,734	2,714	9,340	47	2.57	39,035
2011	강남구	231,983	573,003	275,906	297,097	565,710	271,991	293,719	7,293	3,915	3,378	14,501	39.51	2.44	47,187
2011	송파구	261,963	690,466	338,344	352,122	682,209	334,494	347,715	8,257	3,850	4,407	20,382	33.88	2.6	55,456
2011	강동구	190,392	500,516	250,260	250,256	495,138	247,973	247,165	5,378	2,287	3,091	20,359	24.59	2.6	42,256
2012	합계	4,177,970	10,442,426	5,159,665	5,282,761	10,195,318	5,041,336	5,153,982	247,108	118,329	128,779	17,255	605.18	2.44	1,110,995
2012	종로구	75,659	173,148	85,997	87,151	165,207	82,274	82,933	7,941	3,723	4,218	7,243	23.91	2.18	23,868
2012	중구	61,546	140,807	70,762	70,045	133,360	67,043	66,317	7,447	3,719	3,728	14,136	9.96	2.17	18,875
2012	용산구	110,706	255,294	124,708	130,586	243,232	118,461	124,771	12,062	6,247	5,815	11,674	21.87	2.2	33,027
2012	성동구	125,848	306,868	153,272	153,596	299,604	149,832	149,772	7,264	3,440	3,824	18,214	16.85	2.38	34,180
2012	광진구	158,534	384,269	189,367	194,902	371,313	183,528	187,785	12,956	5,839	7,117	22,520	17.06	2.34	35,759
2012	동대문구	157,650	375,683	187,851	187,832	363,258	182,661	180,597	12,425	5,190	7,235	26,453	14.2	2.3	46,795
2012	중랑구	174,313	423,655	211,708	211,947	419,295	210,043	209,252	4,360	1,665	2,695	22,904	18.5	2.41	46,476
2012	성북구	197,992	490,639	241,162	249,477	481,857	237,474	244,383	8,782	3,688	5,094	19,968	24.57	2.43	58,142
2012	강북구	142,150	346,493	171,099	175,394	343,157	169,866	173,291	3,336	1,233	2,103	14,684	23.6	2.41	46,222
2012	도봉구	138,036	364,454	180,023	184,431	362,270	179,194	183,076	2,184	829	1,355	17,605	20.7	2.62	42,267
2012	노원구	222,959	600,829	293,616	307,213	597,189	292,081	305,108	3,640	1,535	2,105	16,955	35.44	2.68	61,218
2012	은평구	200,502	505,902	248,150	257,752	501,480	246,318	255,162	4,422	1,832	2,590	17,035	29.7	2.5	60,776
2012	서대문구	135,104	324,733	157,969	166,764	315,113	154,017	161,096	9,620	3,952	5,668	18,444	17.61	2.33	42,088
2012	마포구	166,722	393,576	190,514	203,062	384,644	186,452	198,192	8,932	4,062	4,870	16,511	23.84	2.31	44,283
2012	양천구	181,135	500,533	248,683	251,850	495,911	246,637	249,274	4,622	2,046	2,576	28,769	17.4	2.74	43,514
2012	강서구	223,708	573,794	282,185	291,609	567,431	278,969	288,462	6,363	3,216	3,147	13,851	41.43	2.54	55,821
2012	구로구	171,498	454,478	229,130	225,348	427,520	214,982	212,538	26,958	14,148	12,810	22,589	20.12	2.49	45,252
2012	금천구	104,357	260,734	133,834	126,900	243,288	124,675	118,613	17,446	9,159	8,287	20,055	13	2.33	26,848
2012	영등포구	167,685	426,876	215,084	211,792	391,408	196,765	194,643	35,468	18,319	17,149	17,386	24.55	2.33	46,237
2012	동작구	169,293	416,268	204,479	211,789	405,491	199,454	206,037	10,777	5,025	5,752	25,456	16.35	2.4	47,185
2012	관악구	247,598	540,520	273,640	266,880	523,029	265,281	257,748	17,491	8,359	9,132	18,280	29.57	2.11	56,620
2012	서초구	168,878	439,998	213,011	226,987	435,044	210,440	224,604	4,954	2,571	2,383	9,361	47	2.58	41,763
2012	강남구	230,755	569,997	274,124	295,873	564,197	270,970	293,227	5,800	3,154	2,646	14,431	39.5	2.45	50,348
2012	송파구	257,852	680,150	333,060	347,090	673,115	329,747	343,368	7,035	3,313	3,722	20,078	33.88	2.61	58,490
2012	강동구	187,490	492,728	246,237	246,491	487,905	244,172	243,733	4,823	2,065	2,758	20,042	24.59	2.6	44,941
2013	합계	4,182,351	10,388,055	5,126,351	5,261,704	10,143,645	5,007,869	5,135,776	244,410	118,482	125,928	17,165	605.2	2.43	1,167,177
2013	종로구	73,693	167,867	83,211	84,656	160,070	79,519	80,551	7,797	3,692	4,105	7,022	23.91	2.17	23,997
2013	중구	60,600	137,990	69,128	68,862	130,465	65,371	65,094	7,525	3,757	3,768	13,854	9.96	2.15	19,346
2013	용산구	109,361	251,925	122,974	128,951	239,740	116,491	123,249	12,185	6,483	5,702	11,520	21.87	2.19	34,017
2013	성동구	126,447	306,571	152,809	153,762	299,337	149,304	150,033	7,234	3,505	3,729	18,190	16.85	2.37	35,421
2013	광진구	159,173	381,439	187,584	193,855	368,927	181,864	187,063	12,512	5,720	6,792	22,356	17.06	2.32	37,623
2013	동대문구	159,256	376,445	188,167	188,278	364,273	182,987	181,286	12,172	5,180	6,992	26,490	14.21	2.29	49,097
2013	중랑구	174,938	421,237	210,390	210,847	416,798	208,641	208,157	4,439	1,749	2,690	22,773	18.5	2.38	48,998
2013	성북구	196,693	485,347	238,228	247,119	476,589	234,573	242,016	8,758	3,655	5,103	19,747	24.58	2.42	60,499
2013	강북구	141,246	341,921	168,546	173,375	338,707	167,342	171,365	3,214	1,204	2,010	14,490	23.6	2.4	48,547
2013	도봉구	137,714	360,609	177,925	182,684	358,582	177,153	181,429	2,027	772	1,255	17,418	20.7	2.6	44,469
2013	노원구	222,132	594,027	289,967	304,060	590,479	288,435	302,044	3,548	1,532	2,016	16,763	35.44	2.66	63,810
2013	은평구	202,487	508,111	248,722	259,389	503,660	246,858	256,802	4,451	1,864	2,587	17,107	29.7	2.49	64,328
2013	서대문구	135,272	324,067	157,314	166,753	314,110	153,315	160,795	9,957	3,999	5,958	18,405	17.61	2.32	43,850
2013	마포구	166,780	391,098	188,874	202,224	381,856	184,774	197,082	9,242	4,100	5,142	16,407	23.84	2.29	45,758
2013	양천구	180,443	496,934	246,723	250,211	492,528	244,742	247,786	4,406	1,981	2,425	28,554	17.4	2.73	46,026
2013	강서구	226,607	575,236	282,287	292,949	569,070	279,207	289,863	6,166	3,080	3,086	13,885	41.43	2.51	59,530
2013	구로구	171,419	452,168	227,694	224,474	424,964	213,251	211,713	27,204	14,443	12,761	22,475	20.12	2.48	48,027
2013	금천구	104,179	258,254	132,742	125,512	241,020	123,462	117,558	17,234	9,280	7,954	19,840	13.02	2.31	28,310
2013	영등포구	167,761	421,577	212,417	209,160	386,471	193,880	192,591	35,106	18,537	16,569	17,187	24.53	2.3	48,065
2013	동작구	172,700	421,487	207,223	214,264	410,815	202,144	208,671	10,672	5,079	5,593	25,773	16.35	2.38	50,062
2013	관악구	248,006	535,128	270,512	264,616	518,028	262,248	255,780	17,100	8,264	8,836	18,097	29.57	2.09	59,705
2013	서초구	170,594	446,541	215,771	230,770	441,763	213,285	228,478	4,778	2,486	2,292	9,501	47	2.59	44,674
2013	강남구	230,645	569,152	273,583	295,569	563,599	270,601	292,998	5,553	2,982	2,571	14,409	39.5	2.44	53,461
2013	송파구	257,441	674,955	330,030	344,925	668,415	326,919	341,496	6,540	3,111	3,429	19,925	33.87	2.6	61,745
2013	강동구	186,764	487,969	243,530	244,439	483,379	241,503	241,876	4,590	2,027	2,563	19,846	24.59	2.59	47,812
2014	합계	4,194,176	10,369,593	5,109,013	5,260,580	10,103,233	4,979,768	5,123,465	266,360	129,245	137,115	17,134	605.2	2.41	1,221,616
2014	종로구	73,101	165,344	81,439	83,905	156,993	77,621	79,372	8,351	3,818	4,533	6,915	23.91	2.15	24,537
2014	중구	59,960	136,227	67,952	68,275	128,065	64,033	64,032	8,162	3,919	4,243	13,677	9.96	2.14	19,960
2014	용산구	108,429	249,914	122,047	127,867	235,951	114,578	121,373	13,963	7,469	6,494	11,427	21.87	2.18	34,896
2014	성동구	125,814	303,891	151,149	152,742	296,086	147,363	148,723	7,805	3,786	4,019	18,035	16.85	2.35	36,684
2014	광진구	158,524	377,375	185,011	192,364	363,354	178,738	184,616	14,021	6,273	7,748	22,120	17.06	2.29	38,974
2014	동대문구	159,880	376,319	187,638	188,681	363,687	182,510	181,177	12,632	5,128	7,504	26,483	14.21	2.27	50,915
2014	중랑구	176,714	423,411	211,178	212,233	418,836	209,323	209,513	4,575	1,855	2,720	22,887	18.5	2.37	51,995
2014	성북구	193,359	475,961	233,009	242,952	466,706	229,205	237,501	9,255	3,804	5,451	19,364	24.58	2.41	62,066
2014	강북구	141,246	338,410	166,553	171,857	335,025	165,223	169,802	3,385	1,330	2,055	14,339	23.6	2.37	50,841
2014	도봉구	136,977	355,712	175,306	180,406	353,709	174,554	179,155	2,003	752	1,251	17,184	20.7	2.58	46,471
2014	노원구	221,107	586,056	285,697	300,359	582,552	284,225	298,327	3,504	1,472	2,032	16,537	35.44	2.63	66,480
2014	은평구	202,187	503,243	245,946	257,297	498,644	243,977	254,667	4,599	1,969	2,630	16,944	29.7	2.47	67,002
2014	서대문구	134,780	320,861	155,477	165,384	310,376	151,338	159,038	10,485	4,139	6,346	18,220	17.61	2.3	45,309
2014	마포구	169,492	395,830	190,717	205,113	385,439	186,177	199,262	10,391	4,540	5,851	16,604	23.84	2.27	47,360
2014	양천구	179,069	490,708	243,091	247,617	486,221	241,020	245,201	4,487	2,071	2,416	28,202	17.4	2.72	48,175
2014	강서구	234,378	591,653	289,841	301,812	585,160	286,644	298,516	6,493	3,197	3,296	14,281	41.43	2.5	64,287
2014	구로구	172,594	457,131	230,091	227,040	425,831	213,213	212,618	31,300	16,878	14,422	22,720	20.12	2.47	51,187
2014	금천구	103,940	258,030	132,476	125,554	238,463	121,878	116,585	19,567	10,598	8,969	19,818	13.02	2.29	29,553
2014	영등포구	168,100	421,436	212,261	209,175	382,352	191,464	190,888	39,084	20,797	18,287	17,180	24.53	2.27	49,829
2014	동작구	172,389	419,261	205,962	213,299	407,470	200,328	207,142	11,791	5,634	6,157	25,643	16.35	2.36	52,327
2014	관악구	248,180	531,960	268,683	263,277	513,186	259,631	253,555	18,774	9,052	9,722	17,990	29.57	2.07	62,577
2014	서초구	173,469	454,288	219,109	235,179	449,678	216,740	232,938	4,610	2,369	2,241	9,666	47	2.59	47,469
2014	강남구	237,375	583,446	280,082	303,364	578,114	277,267	300,847	5,332	2,815	2,517	14,771	39.5	2.44	57,444
2014	송파구	257,207	671,794	328,308	343,486	664,738	324,902	339,836	7,056	3,406	3,650	19,834	33.87	2.58	65,025
2014	강동구	185,905	481,332	239,990	241,342	476,597	237,816	238,781	4,735	2,174	2,561	19,574	24.59	2.56	50,253
2015	합계	4,189,948	10,297,138	5,063,550	5,233,588	10,022,181	4,930,943	5,091,238	274,957	132,607	142,350	-	-	2.39	1,267,563
2015	종로구	72,645	163,822	80,531	83,291	154,986	76,548	78,438	8,836	3,983	4,853	-	-	2.13	24,892
2015	중구	59,321	134,329	66,755	67,574	125,733	62,687	63,046	8,596	4,068	4,528	-	-	2.12	20,302
2015	용산구	107,512	247,909	121,027	126,882	233,342	113,177	120,165	14,567	7,850	6,717	-	-	2.17	35,715
2015	성동구	126,714	305,065	151,459	153,606	297,003	147,570	149,433	8,062	3,889	4,173	-	-	2.34	38,164
2015	광진구	158,353	375,180	183,436	191,744	360,369	176,884	183,485	14,811	6,552	8,259	-	-	2.28	40,368
2015	동대문구	159,941	373,824	185,827	187,997	360,153	180,485	179,668	13,671	5,342	8,329	-	-	2.25	52,490
2015	중랑구	176,390	418,620	208,393	210,227	413,909	206,505	207,404	4,711	1,888	2,823	-	-	2.35	54,095
2015	성북구	190,973	469,560	229,183	240,377	459,275	224,980	234,295	10,285	4,203	6,082	-	-	2.4	63,281
2015	강북구	141,088	334,426	164,337	170,089	330,873	162,967	167,906	3,553	1,370	2,183	-	-	2.35	52,598
2015	도봉구	136,903	353,241	173,804	179,437	351,242	173,029	178,213	1,999	775	1,224	-	-	2.57	48,590
2015	노원구	219,768	578,221	281,538	296,683	574,583	279,987	294,596	3,638	1,551	2,087	-	-	2.61	68,909
2015	은평구	203,410	502,578	244,964	257,614	497,920	242,975	254,945	4,658	1,989	2,669	-	-	2.45	69,753
2015	서대문구	135,770	323,105	156,130	166,975	312,141	152,008	160,133	10,964	4,122	6,842	-	-	2.3	46,758
2015	마포구	171,480	398,351	190,957	207,394	387,643	186,495	201,148	10,708	4,462	6,246	-	-	2.26	48,598
2015	양천구	179,512	489,010	242,074	246,936	484,532	239,995	244,537	4,478	2,079	2,399	-	-	2.7	50,398
2015	강서구	238,952	595,691	291,216	304,475	589,074	287,947	301,127	6,617	3,269	3,348	-	-	2.47	67,950
2015	구로구	172,321	454,604	228,201	226,403	422,092	210,440	211,652	32,512	17,761	14,751	-	-	2.45	53,719
2015	금천구	103,847	256,167	131,346	124,821	236,284	120,604	115,680	19,883	10,742	9,141	-	-	2.28	31,070
2015	영등포구	167,863	417,811	210,388	207,423	378,504	189,394	189,110	39,307	20,994	18,313	-	-	2.25	51,481
2015	동작구	170,495	412,774	202,165	210,609	400,641	196,463	204,178	12,133	5,702	6,431	-	-	2.35	53,610
2015	관악구	249,191	529,031	266,773	262,258	509,663	257,491	252,172	19,368	9,282	10,086	-	-	2.05	64,985
2015	서초구	173,007	451,258	217,036	234,222	446,764	214,737	232,027	4,494	2,299	2,195	-	-	2.58	49,280
2015	강남구	237,373	581,760	279,209	302,551	576,495	276,425	300,070	5,265	2,784	2,481	-	-	2.43	60,330
2015	송파구	256,611	667,480	325,950	341,530	660,302	322,441	337,861	7,178	3,509	3,669	-	-	2.57	68,292
2015	강동구	180,508	463,321	230,851	232,470	458,658	228,709	229,949	4,663	2,142	2,521	-	-	2.54	51,935
2016	합계	4,189,839	10,204,057	5,007,379	5,196,678	9,930,616	4,876,789	5,053,827	273,441	130,590	142,851	-	-	2.37	1,300,877
2016	종로구	72,118	161,922	79,322	82,600	152,737	75,201	77,536	9,185	4,121	5,064	-	-	2.12	25,091
2016	중구	59,651	134,409	66,452	67,957	125,249	62,204	63,045	9,160	4,248	4,912	-	-	2.1	20,606
2016	용산구	106,607	245,102	119,636	125,466	230,241	111,601	118,640	14,861	8,035	6,826	-	-	2.16	35,915
2016	성동구	128,727	307,161	152,006	155,155	299,259	148,326	150,933	7,902	3,680	4,222	-	-	2.32	39,262
2016	광진구	158,390	372,104	181,251	190,853	357,215	174,797	182,418	14,889	6,454	8,435	-	-	2.26	41,441
2016	동대문구	159,426	370,312	183,444	186,868	355,069	177,640	177,429	15,243	5,804	9,439	-	-	2.23	53,460
2016	중랑구	177,400	415,677	206,772	208,905	411,005	204,900	206,105	4,672	1,872	2,800	-	-	2.32	55,914
2016	성북구	188,304	461,617	224,504	237,113	450,355	219,951	230,404	11,262	4,553	6,709	-	-	2.39	64,015
2016	강북구	141,229	330,704	162,211	168,493	327,195	160,861	166,334	3,509	1,350	2,159	-	-	2.32	54,053
2016	도봉구	136,898	350,272	172,006	178,266	348,220	171,238	176,982	2,052	768	1,284	-	-	2.54	50,510
2016	노원구	219,736	571,212	277,866	293,346	567,581	276,333	291,248	3,631	1,533	2,098	-	-	2.58	70,887
2016	은평구	201,891	495,937	241,048	254,889	491,476	239,183	252,293	4,461	1,865	2,596	-	-	2.43	71,457
2016	서대문구	136,766	325,871	156,597	169,274	314,194	152,510	161,684	11,677	4,087	7,590	-	-	2.3	47,653
2016	마포구	169,432	390,887	186,668	204,219	379,892	182,162	197,730	10,995	4,506	6,489	-	-	2.24	48,303
2016	양천구	177,434	481,845	238,163	243,682	477,739	236,290	241,449	4,106	1,873	2,233	-	-	2.69	52,063
2016	강서구	245,045	602,104	293,734	308,370	595,485	290,478	305,007	6,619	3,256	3,363	-	-	2.43	71,062
2016	구로구	172,220	449,600	225,411	224,189	417,551	207,667	209,884	32,049	17,744	14,305	-	-	2.42	55,705
2016	금천구	104,483	254,654	130,429	124,225	235,386	119,885	115,501	19,268	10,544	8,724	-	-	2.25	32,279
2016	영등포구	165,729	406,779	204,712	202,067	370,613	185,200	185,413	36,166	19,512	16,654	-	-	2.24	51,844
2016	동작구	172,506	413,247	201,842	211,405	400,997	196,267	204,730	12,250	5,575	6,675	-	-	2.32	55,231
2016	관악구	251,955	525,607	265,034	260,573	506,851	256,143	250,708	18,756	8,891	9,865	-	-	2.01	66,952
