기간	자치구	세대	인구	인구	인구	인구	인구	인구	인구	인구	인구	인구밀도	인구밀도	세대당인구	65세이상고령자
기간	자치구	세대	합계	합계	합계	한국인	한국인	한국인	등록외국인	등록외국인	등록외국인	인구밀도	인구밀도	세대당인구	65세이상고령자
기간	자치구	세대	계	남자	여자	계	남자	여자	계	남자	여자	인구밀도(명/㎢)	면적(㎢)	세대당인구	65세이상고령자
1999	강동구	159,552	491,557	247,854	243,703	490,520	247,430	243,090	1,037	424	613	19,998	24.58	3.07	22,206
2000	합계	3,540,492	10,373,234	5,198,186	5,175,048	10,311,314	5,166,605	5,144,709	61,920	31,581	30,339	17,132	605.5	2.91	558,566
2000	종로구	69,935	188,946	94,923	94,023	186,378	93,549	92,829	2,568	1,374	1,194	7,902	23.91	2.67	14,489
2000	중구	53,964	144,074	72,353	71,721	141,010	70,538	70,472	3,064	1,815	1,249	14,465	9.96	2.61	10,624
2000	용산구	90,547	248,794	123,677	125,117	240,087	118,935	121,152	8,707	4,742	3,965	11,376	21.87	2.65	18,103
2000	성동구	119,842	342,508	173,244	169,264	340,790	172,246	168,544	1,718	998	720	20,339	16.84	2.84	19,155
2000	광진구	137,934	393,055	197,922	195,133	391,309	197,061	194,248	1,746	861	885	23,053	17.05	2.84	18,061
2000	동대문구	136,644	382,122	193,672	188,450	380,444	192,896	187,548	1,678	776	902	26,872	14.22	2.78	23,491
2000	중랑구	153,386	459,255	231,171	228,084	458,440	230,852	227,588	815	319	496	24,811	18.51	2.99	22,469
2000	성북구	159,916	463,488	233,027	230,461	460,862	231,749	229,113	2,626	1,278	1,348	18,864	24.57	2.88	29,470
2000	강북구	117,886	352,772	176,167	176,605	351,995	175,860	176,135	777	307	470	14,942	23.61	2.99	20,564
2000	도봉구	118,807	371,932	186,372	185,560	370,976	186,009	184,967	956	363	593	17,873	20.81	3.12	19,673
2000	노원구	201,204	634,068	314,064	320,004	632,634	313,369	319,265	1,434	695	739	17,901	35.42	3.14	34,789
2000	은평구	158,856	470,747	234,001	236,746	469,417	233,400	236,017	1,330	601	729	15,839	29.72	2.95	27,282
2000	서대문구	131,473	373,105	185,049	188,056	367,380	182,202	185,178	5,725	2,847	2,878	21,199	17.6	2.79	23,621
2000	마포구	141,862	390,101	193,446	196,655	387,308	192,008	195,300	2,793	1,438	1,355	16,336	23.88	2.73	24,137
2000	양천구	155,521	488,282	246,010	242,272	486,781	245,288	241,493	1,501	722	779	28,062	17.4	3.13	23,155
2000	강서구	173,789	522,962	260,121	262,841	521,231	259,235	261,996	1,731	886	845	12,635	41.39	3	26,882
2000	구로구	135,896	404,786	206,330	198,456	403,097	205,510	197,587	1,689	820	869	20,129	20.11	2.97	18,728
2000	금천구	91,827	268,768	137,672	131,096	266,431	136,559	129,872	2,337	1,113	1,224	20,674	13	2.9	12,020
2000	영등포구	143,085	409,399	207,962	201,437	406,510	206,354	200,156	2,889	1,608	1,281	16,663	24.57	2.84	21,765
2000	동작구	144,888	417,396	209,958	207,438	415,892	209,248	206,644	1,504	710	794	25,529	16.35	2.87	24,057
2000	관악구	186,734	525,926	267,989	257,937	524,404	267,272	257,132	1,522	717	805	17,786	29.57	2.81	25,208
2000	서초구	137,997	401,858	198,026	203,832	397,869	195,942	201,927	3,989	2,084	1,905	8,525	47.14	2.88	20,130
2000	강남구	193,101	555,493	273,122	282,371	550,343	270,296	280,047	5,150	2,826	2,324	14,045	39.55	2.85	26,987
2000	송파구	222,053	665,644	330,881	334,763	663,177	329,686	333,491	2,467	1,195	1,272	19,653	33.87	2.99	30,709
2000	강동구	163,345	497,753	251,027	246,726	496,549	250,541	246,008	1,204	486	718	20,250	24.58	3.04	22,997
2001	합계	3,570,228	10,331,244	5,175,786	5,155,458	10,263,336	5,141,741	5,121,595	67,908	34,045	33,863	17,062	605.52	2.87	585,897
2001	종로구	70,085	187,038	94,120	92,918	184,225	92,657	91,568	2,813	1,463	1,350	7,823	23.91	2.63	15,087
2001	중구	55,409	146,335	73,524	72,811	143,016	71,577	71,439	3,319	1,947	1,372	14,692	9.96	2.58	11,190
2001	용산구	92,239	250,550	124,586	125,964	241,033	119,405	121,628	9,517	5,181	4,336	11,456	21.87	2.61	19,142
2001	성동구	121,565	343,471	173,713	169,758	341,375	172,553	168,822	2,096	1,160	936	20,396	16.84	2.81	20,345
2001	광진구	139,190	390,090	196,416	193,674	388,109	195,484	192,625	1,981	932	1,049	22,879	17.05	2.79	18,755
2001	동대문구	138,849	383,822	194,451	189,371	381,799	193,588	188,211	2,023	863	1,160	27,011	14.21	2.75	25,083
2001	중랑구	152,708	449,965	226,046	223,919	448,928	225,653	223,275	1,037	393	644	24,322	18.5	2.94	23,493
2001	성북구	158,642	453,517	228,040	225,477	450,602	226,644	223,958	2,915	1,396	1,519	18,458	24.57	2.84	30,674
2001	강북구	119,814	352,317	175,958	176,359	351,404	175,613	175,791	913	345	568	14,929	23.6	2.93	21,892
2001	도봉구	119,856	372,318	186,441	185,877	371,259	186,049	185,210	1,059	392	667	17,900	20.8	3.1	20,869
2001	노원구	207,842	648,615	321,219	327,396	646,905	320,404	326,501	1,710	815	895	18,286	35.47	3.11	37,166
2001	은평구	160,274	469,242	233,493	235,749	467,719	232,828	234,891	1,523	665	858	15,789	29.72	2.92	28,984
2001	서대문구	132,044	371,316	183,959	187,357	366,228	181,514	184,714	5,088	2,445	2,643	21,098	17.6	2.77	25,052
2001	마포구	140,799	382,195	189,506	192,689	379,141	187,922	191,219	3,054	1,584	1,470	16,012	23.87	2.69	24,959
2001	양천구	156,180	486,095	244,793	241,302	484,345	243,971	240,374	1,750	822	928	27,936	17.4	3.1	24,076
2001	강서구	175,849	523,542	260,181	263,361	521,489	259,108	262,381	2,053	1,073	980	12,649	41.39	2.97	27,910
2001	구로구	140,533	417,453	212,616	204,837	415,330	211,580	203,750	2,123	1,036	1,087	20,758	20.11	2.96	20,562
2001	금천구	91,035	263,061	134,788	128,273	260,476	133,523	126,953	2,585	1,265	1,320	20,235	13	2.86	12,613
2001	영등포구	145,093	409,920	208,380	201,540	406,860	206,761	200,099	3,060	1,619	1,441	16,684	24.57	2.8	23,222
2001	동작구	143,095	407,793	204,604	203,189	406,116	203,840	202,276	1,677	764	913	24,941	16.35	2.84	24,976
2001	관악구	192,531	529,741	270,515	259,226	527,764	269,604	258,160	1,977	911	1,066	17,915	29.57	2.74	26,697
2001	서초구	138,387	397,983	195,954	202,029	393,849	193,795	200,054	4,134	2,159	1,975	8,443	47.14	2.85	20,609
2001	강남구	192,505	546,038	267,550	278,488	540,640	264,593	276,047	5,398	2,957	2,441	13,806	39.55	2.81	27,193
2001	송파구	222,337	658,242	327,198	331,044	655,483	325,867	329,616	2,759	1,331	1,428	19,423	33.89	2.95	31,777
2001	강동구	163,367	490,585	247,735	242,850	489,241	247,208	242,033	1,344	527	817	19,959	24.58	2.99	23,571
2002	합계	3,623,929	10,280,523	5,144,833	5,135,690	10,207,295	5,108,964	5,098,331	73,228	35,869	37,359	16,978	605.52	2.82	612,783
2002	종로구	70,113	184,224	92,681	91,543	181,231	91,151	90,080	2,993	1,530	1,463	7,705	23.91	2.58	15,359
2002	중구	54,521	141,603	71,109	70,494	138,134	69,116	69,018	3,469	1,993	1,476	14,217	9.96	2.53	11,491
2002	용산구	91,735	245,218	121,976	123,242	234,653	116,242	118,411	10,565	5,734	4,831	11,213	21.87	2.56	19,845
2002	성동구	123,394	343,018	173,092	169,926	340,773	171,866	168,907	2,245	1,226	1,019	20,357	16.85	2.76	21,473
2002	광진구	141,367	388,478	195,109	193,369	386,511	194,200	192,311	1,967	909	1,058	22,785	17.05	2.73	19,425
2002	동대문구	143,014	384,356	194,605	189,751	381,841	193,538	188,303	2,515	1,067	1,448	27,029	14.22	2.67	26,455
2002	중랑구	154,085	443,246	222,571	220,675	442,125	222,179	219,946	1,121	392	729	23,959	18.5	2.87	24,470
2002	성북구	159,810	446,968	224,099	222,869	443,809	222,614	221,195	3,159	1,485	1,674	18,192	24.57	2.78	31,766
2002	강북구	126,252	362,906	181,219	181,687	361,896	180,859	181,037	1,010	360	650	15,377	23.6	2.87	23,881
2002	도봉구	122,201	373,086	186,496	186,590	371,911	186,078	185,833	1,175	418	757	17,937	20.8	3.04	22,204
2002	노원구	209,521	643,585	318,328	325,257	641,652	317,436	324,216	1,933	892	1,041	18,170	35.42	3.06	39,010
2002	은평구	164,981	471,873	234,603	237,270	470,205	233,910	236,295	1,668	693	975	15,877	29.72	2.85	30,841
2002	서대문구	134,023	368,001	182,013	185,988	362,614	179,411	183,203	5,387	2,602	2,785	20,909	17.6	2.71	26,332
2002	마포구	142,790	378,777	187,632	191,145	375,417	185,903	189,514	3,360	1,729	1,631	15,868	23.87	2.63	26,000
2002	양천구	158,639	486,350	244,649	241,701	484,518	243,807	240,711	1,832	842	990	27,951	17.4	3.05	24,898
2002	강서구	181,422	530,169	263,064	267,105	528,321	262,185	266,136	1,848	879	969	12,806	41.4	2.91	29,465
2002	구로구	142,342	415,789	211,626	204,163	413,363	210,467	202,896	2,426	1,159	1,267	20,676	20.11	2.9	21,674
2002	금천구	93,056	264,004	135,105	128,899	261,413	133,805	127,608	2,591	1,300	1,291	20,308	13	2.81	13,563
2002	영등포구	147,838	412,152	209,174	202,978	408,753	207,424	201,329	3,399	1,750	1,649	16,775	24.57	2.76	24,865
2002	동작구	144,854	404,872	202,635	202,237	403,047	201,955	201,092	1,825	680	1,145	24,763	16.35	2.78	26,195
2002	관악구	197,578	524,560	267,856	256,704	522,207	266,951	255,256	2,353	905	1,448	17,740	29.57	2.64	28,096
2002	서초구	138,627	393,583	193,664	199,919	389,256	191,409	197,847	4,327	2,255	2,072	8,346	47.16	2.81	21,159
2002	강남구	193,857	540,813	264,791	276,022	535,138	261,641	273,497	5,675	3,150	2,525	13,678	39.54	2.76	27,658
2002	송파구	223,754	649,888	322,769	327,119	647,037	321,426	325,611	2,851	1,343	1,508	19,176	33.89	2.89	32,395
2002	강동구	164,155	483,004	243,967	239,037	481,470	243,391	238,079	1,534	576	958	19,650	24.58	2.93	24,263
2003	합계	3,714,697	10,276,968	5,133,694	5,143,274	10,174,086	5,084,908	5,089,178	102,882	48,786	54,096	16,975	605.41	2.74	649,755
2003	종로구	70,288	181,441	90,978	90,463	177,519	89,234	88,285	3,922	1,744	2,178	7,588	23.91	2.58	15,981
2003	중구	54,487	138,798	69,282	69,516	134,548	67,269	67,279	4,250	2,013	2,237	13,932	9.96	2.55	12,030
2003	용산구	93,262	240,723	119,302	121,421	231,871	114,602	117,269	8,852	4,700	4,152	11,006	21.87	2.58	21,055
2003	성동구	126,592	343,929	173,182	170,747	339,368	170,817	168,551	4,561	2,365	2,196	20,416	16.85	2.72	22,803
2003	광진구	144,687	388,659	194,706	193,953	384,929	192,996	191,933	3,730	1,710	2,020	22,793	17.05	2.69	20,748
2003	동대문구	146,457	386,814	195,488	191,326	382,875	193,763	189,112	3,939	1,725	2,214	27,210	14.22	2.64	28,229
2003	중랑구	156,511	438,011	219,652	218,359	436,089	218,949	217,140	1,922	703	1,219	23,672	18.5	2.8	25,819
2003	성북구	167,475	456,535	228,521	228,014	453,057	226,943	226,114	3,478	1,578	1,900	18,584	24.57	2.73	34,010
2003	강북구	129,543	362,094	180,321	181,773	360,663	179,773	180,890	1,431	548	883	15,341	23.6	2.8	25,611
2003	도봉구	127,264	378,166	188,711	189,455	376,599	188,073	188,526	1,567	638	929	18,181	20.8	2.97	23,997
2003	노원구	211,144	633,934	313,254	320,680	631,931	312,390	319,541	2,003	864	1,139	17,896	35.42	3	40,763
2003	은평구	172,761	476,843	236,811	240,032	474,778	235,970	238,808	2,065	841	1,224	16,047	29.72	2.76	33,084
2003	서대문구	134,956	361,754	178,551	183,203	355,753	175,720	180,033	6,001	2,831	3,170	20,537	17.61	2.68	27,819
2003	마포구	149,272	383,629	189,563	194,066	379,451	187,569	191,882	4,178	1,994	2,184	16,070	23.87	2.57	27,694
2003	양천구	163,755	489,257	245,379	243,878	486,962	244,369	242,593	2,295	1,010	1,285	28,118	17.4	2.99	26,211
2003	강서구	189,521	539,673	267,797	271,876	537,003	266,490	270,513	2,670	1,307	1,363	13,037	41.4	2.85	31,595
2003	구로구	146,240	419,438	213,651	205,787	412,845	210,121	202,724	6,593	3,530	3,063	20,853	20.11	2.87	23,524
2003	금천구	95,608	267,355	136,807	130,548	261,224	133,379	127,845	6,131	3,428	2,703	20,561	13	2.8	14,690
2003	영등포구	149,948	410,952	208,336	202,616	403,327	204,446	198,881	7,625	3,890	3,735	16,724	24.57	2.74	26,549
2003	동작구	151,694	413,204	206,499	206,705	410,360	205,203	205,157	2,844	1,296	1,548	25,260	16.36	2.72	28,281
2003	관악구	206,087	526,971	268,960	258,011	522,456	266,908	255,548	4,515	2,052	2,463	17,821	29.57	2.56	30,187
2003	서초구	144,165	400,220	196,071	204,149	394,757	193,632	201,125	5,463	2,439	3,024	8,510	47.03	2.78	22,430
2003	강남구	196,628	536,031	260,868	275,163	528,977	257,776	271,201	7,054	3,092	3,962	13,556	39.54	2.73	28,467
2003	송파구	219,648	623,267	309,170	314,097	619,514	307,516	311,998	3,753	1,654	2,099	18,393	33.89	2.84	32,650
2003	강동구	166,704	479,270	241,834	237,436	477,230	241,000	236,230	2,040	834	1,206	19,500	24.58	2.87	25,528
2004	합계	3,780,305	10,287,847	5,128,752	5,159,095	10,173,162	5,074,686	5,098,476	114,685	54,066	60,619	16,994	605.39	2.69	693,225
2004	종로구	70,408	178,574	89,574	89,000	174,372	87,731	86,641	4,202	1,843	2,359	7,468	23.91	2.54	16,728
2004	중구	54,419	136,585	68,000	68,585	131,971	65,947	66,024	4,614	2,053	2,561	13,712	9.96	2.51	12,603
2004	용산구	94,788	239,070	118,215	120,855	230,107	113,512	116,595	8,963	4,703	4,260	10,933	21.87	2.52	22,063
2004	성동구	128,964	343,992	173,076	170,916	339,113	170,565	168,548	4,879	2,511	2,368	20,419	16.85	2.67	24,423
2004	광진구	145,430	384,681	192,198	192,483	380,537	190,304	190,233	4,144	1,894	2,250	22,560	17.05	2.65	22,040
2004	동대문구	148,168	383,896	193,487	190,409	379,404	191,597	187,807	4,492	1,890	2,602	27,005	14.22	2.59	29,972
2004	중랑구	158,283	436,063	218,049	218,014	433,858	217,271	216,587	2,205	778	1,427	23,567	18.5	2.75	27,793
2004	성북구	169,704	455,041	226,983	228,058	451,122	225,280	225,842	3,919	1,703	2,216	18,523	24.57	2.68	36,159
2004	강북구	131,995	362,275	180,142	182,133	360,525	179,484	181,041	1,750	658	1,092	15,348	23.6	2.74	27,719
2004	도봉구	131,129	383,611	190,892	192,719	381,939	190,240	191,699	1,672	652	1,020	18,444	20.8	2.93	26,190
2004	노원구	212,531	630,555	311,108	319,447	628,184	310,082	318,102	2,371	1,026	1,345	17,800	35.42	2.97	42,992
2004	은평구	177,305	480,320	238,149	242,171	478,087	237,265	240,822	2,233	884	1,349	16,164	29.71	2.71	35,800
2004	서대문구	136,146	358,186	176,266	181,920	352,071	173,452	178,619	6,115	2,814	3,301	20,336	17.61	2.63	29,772
2004	마포구	153,994	388,111	191,313	196,798	383,457	189,108	194,349	4,654	2,205	2,449	16,257	23.87	2.52	29,557
2004	양천구	169,326	497,642	249,311	248,331	495,098	248,169	246,929	2,544	1,142	1,402	28,600	17.4	2.94	28,170
2004	강서구	193,973	544,762	270,057	274,705	541,671	268,424	273,247	3,091	1,633	1,458	13,159	41.4	2.81	33,752
2004	구로구	150,568	424,725	215,953	208,772	416,828	211,704	205,124	7,897	4,249	3,648	21,116	20.11	2.82	25,489
2004	금천구	96,632	266,047	135,963	130,084	259,633	132,390	127,243	6,414	3,573	2,841	20,456	13.01	2.75	15,919
2004	영등포구	154,167	415,889	210,440	205,449	406,261	205,393	200,868	9,628	5,047	4,581	16,930	24.56	2.7	28,839
2004	동작구	154,625	414,199	206,439	207,760	410,945	204,946	205,999	3,254	1,493	1,761	25,324	16.36	2.68	30,183
2004	관악구	214,261	535,688	272,997	262,691	530,156	270,391	259,765	5,532	2,606	2,926	18,116	29.57	2.5	32,830
2004	서초구	148,608	406,752	198,672	208,080	400,868	196,076	204,792	5,884	2,596	3,288	8,647	47.04	2.74	23,994
2004	강남구	201,571	539,333	261,704	277,629	531,517	258,371	273,146	7,816	3,333	4,483	13,640	39.54	2.68	30,007
2004	송파구	216,434	608,439	301,439	307,000	604,293	299,576	304,717	4,146	1,863	2,283	17,961	33.88	2.81	33,563
2004	강동구	166,876	473,411	238,325	235,086	471,145	237,408	233,737	2,266	917	1,349	19,262	24.58	2.84	26,668
2005	합계	3,871,024	10,297,004	5,123,738	5,173,266	10,167,344	5,062,492	5,104,852	129,660	61,246	68,414	17,009	605.4	2.63	735,902
2005	종로구	69,982	173,861	87,091	86,770	169,315	84,981	84,334	4,546	2,110	2,436	7,272	23.91	2.48	17,217
2005	중구	55,101	134,420	67,062	67,358	130,027	64,995	65,032	4,393	2,067	2,326	13,495	9.96	2.44	13,069
2005	용산구	97,324	240,077	118,268	121,809	230,260	113,158	117,102	9,817	5,110	4,707	10,979	21.87	2.47	23,183
2005	성동구	131,725	342,691	171,858	170,833	337,744	169,346	168,398	4,947	2,512	2,435	20,341	16.85	2.6	25,904
2005	광진구	147,077	380,480	189,497	190,983	375,613	187,320	188,293	4,867	2,177	2,690	22,304	17.06	2.59	23,391
2005	동대문구	152,613	386,280	194,446	191,834	381,110	192,317	188,793	5,170	2,129	3,041	27,173	14.22	2.53	32,189
2005	중랑구	159,674	429,922	214,675	215,247	427,373	213,775	213,598	2,549	900	1,649	23,236	18.5	2.69	29,434
2005	성북구	177,456	467,308	232,338	234,970	462,879	230,451	232,428	4,429	1,887	2,542	19,024	24.56	2.63	38,788
2005	강북구	132,471	355,334	176,451	178,883	353,260	175,723	177,537	2,074	728	1,346	15,055	23.6	2.68	29,566
2005	도봉구	134,308	383,448	190,512	192,936	381,529	189,766	191,763	1,919	746	1,173	18,436	20.8	2.85	28,009
2005	노원구	215,166	624,855	307,569	317,286	622,003	306,356	315,647	2,852	1,213	1,639	17,640	35.42	2.9	44,947
2005	은평구	178,816	473,456	234,477	238,979	470,751	233,418	237,333	2,705	1,059	1,646	15,934	29.71	2.65	37,760
2005	서대문구	138,320	355,934	174,867	181,067	349,163	171,773	177,390	6,771	3,094	3,677	20,208	17.61	2.57	31,654
2005	마포구	159,894	393,155	193,008	200,147	388,164	190,582	197,582	4,991	2,426	2,565	16,466	23.88	2.46	31,547
2005	양천구	174,368	502,788	251,369	251,419	499,755	250,040	249,715	3,033	1,329	1,704	28,890	17.4	2.88	29,840
2005	강서구	202,052	557,373	276,000	281,373	553,660	274,159	279,501	3,713	1,841	1,872	13,464	41.4	2.76	36,223
2005	구로구	154,397	427,119	216,633	210,486	416,405	211,109	205,296	10,714	5,524	5,190	21,235	20.11	2.77	27,550
2005	금천구	98,179	263,936	134,619	129,317	256,902	130,883	126,019	7,034	3,736	3,298	20,279	13.02	2.69	17,153
2005	영등포구	159,762	421,327	213,122	208,205	408,386	206,376	202,010	12,941	6,746	6,195	17,151	24.57	2.64	31,250
2005	동작구	158,192	414,668	205,898	208,770	410,481	203,993	206,488	4,187	1,905	2,282	25,367	16.35	2.62	32,061
2005	관악구	220,879	537,235	273,470	263,765	530,020	270,064	259,956	7,215	3,406	3,809	18,168	29.57	2.43	35,252
2005	서초구	152,245	406,875	198,665	208,210	401,736	196,268	205,468	5,139	2,397	2,742	8,651	47.03	2.67	25,287
2005	강남구	211,338	547,775	265,943	281,832	540,909	262,628	278,281	6,866	3,315	3,551	13,853	39.54	2.59	31,755
2005	송파구	222,169	610,023	301,510	308,513	605,840	299,659	306,181	4,183	1,851	2,332	18,007	33.88	2.75	35,302
2005	강동구	167,516	466,664	234,390	232,274	464,059	233,352	230,707	2,605	1,038	1,567	18,987	24.58	2.79	27,571
2006	합계	3,978,938	10,356,202	5,145,481	5,210,721	10,181,166	5,062,107	5,119,059	175,036	83,374	91,662	17,108	605.33	2.56	786,580
2006	종로구	70,925	172,690	86,375	86,315	166,793	83,634	83,159	5,897	2,741	3,156	7,223	23.91	2.43	17,938
2006	중구	56,642	136,348	67,950	68,398	130,649	65,208	65,441	5,699	2,742	2,957	13,688	9.96	2.41	13,895
2006	용산구	101,479	243,033	119,739	123,294	232,035	114,041	117,994	10,998	5,698	5,300	11,114	21.87	2.39	24,397
2006	성동구	133,864	340,895	170,965	169,930	334,437	167,763	166,674	6,458	3,202	3,256	20,234	16.85	2.55	27,412
2006	광진구	150,736	381,540	189,517	192,023	374,442	186,268	188,174	7,098	3,249	3,849	22,376	17.05	2.53	24,919
2006	동대문구	155,667	385,712	193,873	191,839	378,860	190,947	187,913	6,852	2,926	3,926	27,136	14.21	2.48	34,381
2006	중랑구	163,509	429,404	214,111	215,293	426,078	212,918	213,160	3,326	1,193	2,133	23,211	18.5	2.63	31,992
2006	성북구	185,805	478,511	237,494	241,017	472,843	235,057	237,786	5,668	2,437	3,231	19,479	24.57	2.58	41,727
2006	강북구	134,490	351,624	174,488	177,136	348,990	173,510	175,480	2,634	978	1,656	14,897	23.6	2.61	31,810
2006	도봉구	136,003	379,755	188,320	191,435	377,534	187,442	190,092	2,221	878	1,343	18,341	20.7	2.79	30,261
2006	노원구	218,799	621,676	305,515	316,161	618,093	304,047	314,046	3,583	1,468	2,115	17,550	35.42	2.84	47,363
2006	은평구	180,503	467,940	231,462	236,478	464,580	230,143	234,437	3,360	1,319	2,041	15,750	29.71	2.59	40,148
2006	서대문구	141,869	356,652	174,563	182,089	349,020	171,098	177,922	7,632	3,465	4,167	20,249	17.61	2.51	33,662
2006	마포구	165,036	397,049	194,461	202,588	390,583	191,287	199,296	6,466	3,174	3,292	16,624	23.88	2.41	33,528
2006	양천구	178,984	505,606	252,271	253,335	501,717	250,479	251,238	3,889	1,792	2,097	29,051	17.4	2.82	31,600
2006	강서구	208,347	559,845	276,968	282,877	554,945	274,528	280,417	4,900	2,440	2,460	13,515	41.43	2.69	38,662
2006	구로구	159,991	436,786	221,403	215,383	419,832	212,559	207,273	16,954	8,844	8,110	21,717	20.11	2.73	29,870
2006	금천구	99,193	263,989	134,694	129,295	253,243	129,041	124,202	10,746	5,653	5,093	20,287	13.01	2.66	18,508
2006	영등포구	164,263	429,816	217,412	212,404	408,698	206,343	202,355	21,118	11,069	10,049	17,496	24.57	2.62	33,731
2006	동작구	161,958	414,978	205,408	209,570	408,582	202,449	206,133	6,396	2,959	3,437	25,385	16.35	2.56	34,137
2006	관악구	230,093	545,995	277,400	268,595	535,217	272,339	262,878	10,778	5,061	5,717	18,463	29.57	2.37	38,358
2006	서초구	158,618	413,970	201,482	212,488	408,266	198,874	209,392	5,704	2,608	3,096	8,802	47.03	2.61	27,140
2006	강남구	222,642	564,658	273,524	291,134	556,964	269,857	287,107	7,694	3,667	4,027	14,280	39.54	2.54	34,292
2006	송파구	228,770	612,527	302,612	309,915	607,005	300,173	306,832	5,522	2,439	3,083	18,080	33.88	2.68	37,603
2006	강동구	170,752	465,203	233,474	231,729	461,760	232,102	229,658	3,443	1,372	2,071	18,928	24.58	2.72	29,246
2007	합계	4,046,086	10,421,782	5,174,655	5,247,127	10,192,710	5,063,188	5,129,522	229,072	111,467	117,605	17,219	605.25	2.52	852,235
2007	종로구	71,968	173,843	87,001	86,842	165,846	83,104	82,742	7,997	3,897	4,100	7,271	23.91	2.42	19,127
2007	중구	57,473	137,435	68,516	68,919	130,044	64,908	65,136	7,391	3,608	3,783	13,799	9.96	2.39	14,907
2007	용산구	104,720	248,362	122,454	125,908	235,832	115,865	119,967	12,530	6,589	5,941	11,356	21.87	2.37	26,039
2007	성동구	135,655	341,620	171,404	170,216	333,535	167,424	166,111	8,085	3,980	4,105	20,274	16.85	2.52	29,691
2007	광진구	154,017	386,367	191,521	194,846	376,572	186,945	189,627	9,795	4,576	5,219	22,661	17.05	2.51	27,100
2007	동대문구	156,777	385,825	193,949	191,876	376,421	189,686	186,735	9,404	4,263	5,141	27,171	14.2	2.46	37,066
2007	중랑구	167,665	431,406	215,356	216,050	427,071	213,662	213,409	4,335	1,694	2,641	23,319	18.5	2.57	34,951
2007	성북구	187,024	477,358	236,767	240,591	469,973	233,505	236,468	7,385	3,262	4,123	19,428	24.57	2.55	44,604
2007	강북구	135,415	348,702	172,942	175,760	345,478	171,730	173,748	3,224	1,212	2,012	14,769	23.61	2.58	34,732
2007	도봉구	138,156	378,559	187,454	191,105	375,975	186,424	189,551	2,584	1,030	1,554	18,288	20.7	2.74	32,780
2007	노원구	222,109	621,192	304,732	316,460	616,753	302,823	313,930	4,439	1,909	2,530	17,538	35.42	2.8	50,656
2007	은평구	181,551	463,473	229,054	234,419	459,196	227,286	231,910	4,277	1,768	2,509	15,600	29.71	2.55	43,414
2007	서대문구	144,016	357,174	174,544	182,630	348,575	170,588	177,987	8,599	3,956	4,643	20,282	17.61	2.48	36,326
2007	마포구	167,901	400,392	196,196	204,196	392,650	192,383	200,267	7,742	3,813	3,929	16,774	23.87	2.38	36,160
2007	양천구	181,977	508,566	253,616	254,950	503,650	251,355	252,295	4,916	2,261	2,655	29,228	17.4	2.79	33,961
2007	강서구	213,893	566,495	279,974	286,521	560,424	276,977	283,447	6,071	2,997	3,074	13,677	41.42	2.65	42,075
2007	구로구	163,310	445,095	225,414	219,681	420,542	212,665	207,877	24,553	12,749	11,804	22,133	20.11	2.73	33,021
2007	금천구	99,299	264,323	135,135	129,188	249,108	126,977	122,131	15,215	8,158	7,057	20,317	13.01	2.66	20,353
2007	영등포구	166,087	439,151	222,241	216,910	408,178	205,976	202,202	30,973	16,265	14,708	17,873	24.57	2.64	36,661
2007	동작구	163,600	414,839	205,115	209,724	405,967	200,891	205,076	8,872	4,224	4,648	25,372	16.35	2.54	36,829
2007	관악구	236,544	550,766	279,947	270,819	535,571	272,618	262,953	15,195	7,329	7,866	18,626	29.57	2.33	42,214
2007	서초구	158,880	411,951	200,378	211,573	405,969	197,555	208,414	5,982	2,823	3,159	8,765	47	2.59	29,054
2007	강남구	226,149	569,176	275,010	294,166	560,958	270,925	290,033	8,218	4,085	4,133	14,395	39.54	2.52	37,115
2007	송파구	237,517	630,691	310,809	319,882	623,876	307,693	316,183	6,815	3,116	3,699	18,615	33.88	2.66	41,787
2007	강동구	174,383	469,021	235,126	233,895	464,546	233,223	231,323	4,475	1,903	2,572	19,081	24.58	2.69	31,612
2008	합계	4,097,562	10,456,034	5,184,732	5,271,302	10,200,827	5,061,809	5,139,018	255,207	122,923	132,284	17,275	605.27	2.49	898,700
2008	종로구	74,660	179,754	89,725	90,029	170,705	85,398	85,307	9,049	4,327	4,722	7,519	23.91	2.29	20,162
2008	중구	58,174	138,811	69,284	69,527	130,362	65,110	65,252	8,449	4,174	4,275	13,936	9.96	2.24	15,427
2008	용산구	106,966	251,043	123,551	127,492	238,224	116,781	121,443	12,819	6,770	6,049	11,480	21.87	2.23	27,167
2008	성동구	128,658	322,679	161,744	160,935	314,212	157,602	156,610	8,467	4,142	4,325	19,151	16.85	2.44	29,525
2008	광진구	155,676	387,254	191,676	195,578	375,482	186,237	189,245	11,772	5,439	6,333	22,698	17.06	2.41	28,702
2008	동대문구	156,267	381,663	191,888	189,775	370,250	186,744	183,506	11,413	5,144	6,269	26,876	14.2	2.37	38,563
2008	중랑구	171,183	432,845	216,344	216,501	427,871	214,351	213,520	4,974	1,993	2,981	23,399	18.5	2.5	37,180
2008	성북구	190,713	481,419	238,344	243,075	473,357	234,730	238,627	8,062	3,614	4,448	19,597	24.57	2.48	47,242
2008	강북구	136,300	345,754	171,180	174,574	342,274	169,887	172,387	3,480	1,293	2,187	14,644	23.61	2.51	36,649
